,latitud,longitud,property_rooms,property_surface_total,property_type_Departamento,property_type_PH
133263,-34.5873067,-58.4266321,1.0,37.0,1,0
217242,-34.5731135,-58.482633,1.0,29.0,1,0
288994,-34.58468,-58.4217718,1.0,49.9,1,0
413989,-34.5980783,-58.4103478,3.0,93.1,1,0
195438,-34.5981976,-58.3854889,4.0,103.0,1,0
36901,-34.6210192,-58.3919476,3.0,53.0,1,0
352743,-34.5563589125,-58.4566434847,3.0,59.0,1,0
380297,-34.6185315,-58.4675326,4.0,195.0,0,1
400198,-34.588293,-58.507632,2.0,48.0,1,0
182415,-34.5695653,-58.4898121,2.0,46.0,1,0
199183,-34.59255207605991,-58.454998137705104,2.0,41.0,1,0
254141,-34.5484018,-58.4571569,2.0,47.0,1,0
270645,-34.600774,-58.4812269,3.0,119.0,0,1
449548,-34.5472767,-58.4697556,2.0,47.0,1,0
168093,-34.6205505,-58.4280263,3.0,70.0,1,0
293383,-34.5723030946,-58.447418073,2.0,57.0,1,0
7500,-34.6347247,-58.3707637,3.0,89.0,1,0
156438,-34.5480819,-58.469136,2.0,39.0,1,0
147774,-34.6074721,-58.4047458,2.0,35.0,1,0
82045,-34.592139419364194,-58.454152483969374,2.0,45.0,1,0
9352,-34.6030004,-58.4310929,4.0,198.0,1,0
224420,-34.6267633943,-58.503742218,2.0,57.0,0,1
285254,-34.6196208,-58.3783731,4.0,58.0,0,1
60133,-34.5724579,-58.4526236,1.0,37.0,1,0
405119,-34.6306189366,-58.4426448408,3.0,68.0,1,0
217544,-34.6428607,-58.5160544,3.0,66.0,1,0
70509,-34.592637,-58.411047,1.0,35.0,1,0
388563,-34.5528951546,-58.4552701936,3.0,72.0,1,0
204750,-34.5816987,-58.4335472,3.0,83.0,1,0
120376,-34.5670753,-58.4787582,2.0,66.0,1,0
44147,-34.6270953,-58.4529832,3.0,47.0,1,0
441761,-34.6400662,-58.4560994,3.0,96.0,0,1
182048,-34.634311,-58.4775574,2.0,45.0,1,0
333915,-34.64719,-58.52609,2.0,44.0,1,0
4136,-34.5794524,-58.4467928,2.0,90.0,0,1
450150,-34.5738889,-58.4420627,1.0,52.0,1,0
313161,-34.6177244,-58.4215893,4.0,120.0,1,0
166349,-34.6045328,-58.5188239,5.0,247.0,0,0
114697,-34.6169465,-58.422593,3.0,90.0,0,1
425400,-34.548702,-58.4674954,3.0,58.0,1,0
442085,-34.5865111356,-58.4181145722,1.0,38.0,1,0
266717,-34.5920081051,-58.3960179146,3.0,116.0,1,0
183835,-34.6083,-58.3712,1.0,76.0,1,0
221753,-34.6011497,-58.4022541,5.0,117.0,1,0
89507,-34.6169102,-58.4053261,1.0,37.0,1,0
103806,-34.5872918,-58.3991394,5.0,145.0,1,0
345096,-34.5920399441,-58.4087231576,4.0,123.1,1,0
17031,-34.5887933033,-58.3991390233,4.0,145.0,1,0
355574,-34.575359,-58.4402323,1.0,56.0,1,0
359015,-34.5715974,-58.4861508,3.0,67.0,1,0
344034,-34.5795806,-58.4846662,1.0,34.0,1,0
49,-34.6100272,-58.4019341,4.0,111.5,1,0
361543,-34.589201743054154,-58.448433259697126,3.0,190.3,1,0
121822,-34.6040701,-58.4502932,2.0,46.0,1,0
223760,-34.6043686,-58.4303722,3.0,58.0,1,0
373163,-34.6152838,-58.4876728,2.0,55.0,1,0
133622,-34.5886733,-58.3916526,2.0,35.0,1,0
434566,-34.5786520697,-58.4705471992,3.0,75.0,1,0
351425,-34.6194061,-58.4519993,2.0,57.0,0,1
295630,-34.606002,-58.394268,3.0,52.0,1,0
194459,-34.603058,-58.5077864,3.0,102.0,1,0
92819,-34.6151395,-58.4589744,3.0,68.0,1,0
99283,-34.6166677,-58.4328786,3.0,89.0,1,0
187652,-34.6222015,-58.4585796,4.0,131.0,1,0
365121,-34.5508844,-58.4882557,2.0,35.0,1,0
332157,-34.5478199,-58.4724606,3.0,52.0,1,0
287313,-34.5593991,-58.4456165,4.0,176.5,1,0
264419,-34.620416,-58.433057,2.0,62.0,1,0
299681,-34.5985287,-58.3781755,1.0,36.0,1,0
422121,-34.5751627385,-58.4352976084,3.0,77.0,1,0
365331,-34.5785503,-58.4120162,2.0,50.0,1,0
431349,-34.577348,-58.485433,3.0,68.0,1,0
92182,-34.5948318,-58.4198205,3.0,66.0,1,0
226373,-34.59706,-58.403421,4.0,80.0,1,0
434831,-34.5560288,-58.4701566,5.0,107.0,0,1
152643,-34.605224195,-58.4707153796,3.0,93.0,0,1
389021,-34.6015629,-58.424939,4.0,118.0,0,1
386778,-34.6307237,-58.5003142,1.0,42.0,0,1
89961,-34.6129903,-58.4198655,3.0,58.0,0,1
39797,-34.5941542,-58.4045238,3.0,106.0,1,0
65391,-34.5962764,-58.4227576,2.0,31.0,1,0
358573,-34.566273,-58.4629851,2.0,30.0,1,0
114862,-34.6460843,-58.4221206,4.0,140.0,0,1
59399,-34.572432,-58.486576,3.0,84.0,1,0
2554,-34.5536683,-58.4370019,2.0,57.0,1,0
157430,-34.592081809715,-58.454050635958815,1.0,41.0,1,0
451437,-34.605149,-58.390703,5.0,135.0,1,0
135172,-34.59028778019145,-58.45050177462006,4.0,108.0,1,0
156214,-34.57580185,-58.50128174,2.0,47.0,1,0
238049,-34.606444,-58.405277,3.0,55.0,1,0
445164,-34.6044676,-58.4147628,2.0,39.0,1,0
7517,-34.6385157,-58.370462,3.0,66.0,1,0
51396,-34.6189567,-58.4331265,4.0,103.0,1,0
425712,-34.5648948,-58.4779965,3.0,80.0,0,1
393844,-34.6338548,-58.4130019,3.0,264.0,0,0
289121,-34.5686202,-58.4494997,3.0,78.0,1,0
442633,-34.6139765,-58.3960598,3.0,72.0,1,0
451719,-34.6333565119,-58.479577303,2.0,35.0,1,0
196285,-34.5724507,-58.4314148,3.0,64.0,1,0
397583,-34.5882781,-58.4389439,2.0,49.0,1,0
268368,-34.619025,-58.403829,1.0,35.0,1,0
324073,-34.5792218,-58.4544568,2.0,57.0,1,0
87750,-34.6033789,-58.415463,3.0,80.0,1,0
169756,-34.6234808,-58.473559,2.0,55.0,1,0
122460,-34.6313086,-58.4497122,3.0,41.0,0,1
345162,-34.61125,-58.360528,2.0,82.0,1,0
372805,-34.6125678744,-58.3862747174,3.0,85.0,1,0
165285,-34.5439755,-58.481069,3.0,78.0,1,0
174963,-34.590723842599886,-58.452719008913505,4.0,204.0,0,0
137120,-34.5819099,-58.4493808,1.0,35.0,1,0
133271,-34.596788,-58.416896,2.0,35.0,1,0
408290,-34.5635781,-58.4497262,3.0,170.0,1,0
456831,-34.640901,-58.497107,2.0,45.0,0,1
367625,-34.5976015,-58.433053,1.0,44.0,1,0
192916,-34.6355946347,-58.4690501339,3.0,83.0,1,0
216848,-34.6025663,-58.4560423,1.0,31.0,1,0
454911,-34.594623,-58.5079683,3.0,71.0,1,0
398157,-34.5614422939,-58.4669893258,3.0,87.0,1,0
333914,-34.6462543184,-58.5123467445,4.0,139.0,1,0
233691,-34.5958599,-58.4427988,2.0,39.0,1,0
151839,-34.538089,-58.467002,3.0,119.0,1,0
100754,-34.5587933,-58.4729628,3.0,93.0,1,0
397685,-34.5729204,-58.433285,1.0,43.0,1,0
73516,-34.5645519,-58.4655061,4.0,98.0,1,0
10159,-34.6009545,-58.4328409,4.0,81.0,1,0
373108,-34.564291,-58.485524,4.0,100.0,1,0
212628,-34.5586229791,-58.446069311,4.0,118.0,1,0
2316,-34.553595,-58.4662776,2.0,70.0,1,0
385390,-34.6034744,-58.4094962,1.0,40.0,1,0
270325,-34.547139,-58.4678403,3.0,66.0,1,0
384724,-34.6388462601,-58.4253499571,3.0,102.0,1,0
174904,-34.59209982617163,-58.454005612068286,1.0,49.0,0,1
221568,-34.6036351206,-58.3908354678,4.0,130.0,0,1
183288,-34.60514,-58.4636684,1.0,45.0,1,0
51803,-34.626611,-58.4716105,4.0,76.0,1,0
247166,-34.5713574,-58.4847009,2.0,42.0,1,0
131301,-34.6067869,-58.420928,1.0,36.0,1,0
277916,-34.6103139,-58.4748838,2.0,48.0,1,0
82056,-34.557293,-58.455201,5.0,169.0,1,0
453283,-34.5742265,-58.4498159,3.0,57.0,1,0
280088,-34.6035933738,-58.4607775472,1.0,33.0,1,0
267000,-34.6000112,-58.383326,1.0,28.0,1,0
273697,-34.6086825,-58.3976226,3.0,126.0,1,0
321202,-34.6166305,-58.4307366,7.0,273.0,0,1
436402,-34.591982921275104,-58.45412144506854,2.0,52.1,1,0
210313,-34.6248406,-58.4317986,2.0,52.0,1,0
291100,-34.6118874,-58.4794533,3.0,56.0,1,0
346855,-34.6198574,-58.4603905,1.0,36.0,1,0
43865,-34.610075095,-58.418881245,4.0,105.0,1,0
62009,-34.5943099,-58.4178905,2.0,40.0,1,0
66814,-34.5849112,-58.4047413,4.0,99.0,1,0
129692,-34.601164,-58.424221,2.0,28.0,1,0
387351,-34.581682,-58.4226071,4.0,128.0,1,0
174481,-34.5870589,-58.4125426,3.0,47.0,1,0
387384,-34.5521366,-58.4668494,4.0,105.0,1,0
434157,-34.632095,-58.4757,4.0,71.0,1,0
32140,-34.6270712099,-58.4273412158,2.0,37.0,1,0
90028,-34.6059984,-58.3961187,3.0,76.0,0,1
235339,-34.6166917,-58.443128,1.0,45.0,1,0
403538,-34.617352,-58.412933,4.0,64.0,0,1
52629,-34.5876428,-58.4423247,4.0,81.0,0,1
33249,-34.5546398,-58.4641389,4.0,124.0,1,0
42610,-34.5969874,-58.4020683,2.0,49.0,1,0
396879,-34.611138,-58.40494,4.0,65.0,1,0
188153,-34.6045384,-58.4249555,2.0,108.0,1,0
250566,-34.6070052,-58.4302227,4.0,84.0,1,0
76431,-34.6249522,-58.4530416,2.0,50.0,1,0
155905,-34.6318434,-58.4442235,3.0,63.0,1,0
304251,-34.5627765,-58.4767294,2.0,55.5,1,0
252848,-34.6114869,-58.4427527,3.0,93.0,1,0
398888,-34.624845,-58.431635,2.0,187.0,1,0
368213,-34.6121899,-58.4698584,2.0,35.0,1,0
226319,-34.562361,-58.465226,3.0,65.0,1,0
384001,-34.6544487,-58.4714103,4.0,122.0,0,0
444440,-34.601897,-58.512809,2.0,57.0,0,1
154841,-34.5874834,-58.3934409,3.0,106.0,1,0
361879,-34.5800605,-58.4395272,3.0,110.0,0,1
300625,-34.585553,-58.441248,2.0,62.8,1,0
189981,-34.6235151,-58.3756262,3.0,63.0,1,0
173774,-34.54307,-58.4625859,2.0,56.0,1,0
404688,-34.5663966,-58.452294,4.0,181.0,1,0
186878,-34.6198639,-58.4037022,4.0,78.0,1,0
165312,-34.6219930549,-58.4369565554,4.0,94.0,1,0
394119,-34.6172093081,-58.4623382842,4.0,198.0,0,0
189199,-34.6257627,-58.4840018,5.0,259.0,0,0
209479,-34.5840777,-58.4677654,1.0,32.0,1,0
233858,-34.636779,-58.40486,3.0,55.0,1,0
151047,-34.589066626901925,-58.4496591264417,5.0,292.0,0,0
104357,-34.6086417534,-58.4273422143,5.0,160.0,0,1
133435,-34.5572955161,-58.4550878034,3.0,130.0,1,0
108506,-34.5955802,-58.4220842,1.0,38.0,1,0
293607,-34.6170083,-58.4450927,3.0,58.0,1,0
365030,-34.5935395616,-58.3827817,2.0,55.0,1,0
287391,-34.63508,-58.4808007,3.0,54.0,1,0
332547,-34.5602341,-58.4633854,2.0,56.0,1,0
1244,-34.5766808,-58.4879129,4.0,94.0,1,0
360531,-34.6165822,-58.4686994,3.0,98.0,1,0
52675,-34.6373108,-58.418917,4.0,125.2,0,0
175929,-34.5942637,-58.3793566,6.0,195.0,1,0
199502,-34.5858163,-58.4363375,3.0,60.0,1,0
267559,-34.5829336,-58.4514013,5.0,160.0,0,0
230604,-34.59185619366115,-58.45352758493229,2.0,68.0,1,0
123248,-34.59262996038067,-58.455077878912505,2.0,28.0,1,0
26214,-34.6251704,-58.4443086,5.0,212.0,1,0
426183,-34.5709649,-58.4403013,3.0,96.0,1,0
455326,-34.57445,-58.489164,1.0,39.0,1,0
91955,-34.6171779,-58.417043,2.0,51.0,1,0
117518,-34.5854557,-58.4300616,2.0,43.0,1,0
100738,-34.608681,-58.4216265,2.0,41.0,1,0
429770,-34.6218809,-58.5221927,4.0,94.0,0,1
124532,-34.567047,-58.432941,1.0,36.0,1,0
330144,-34.6007875,-58.438181,5.0,145.0,1,0
64505,-34.6431303,-58.5072652,3.0,56.0,0,1
139631,-34.642981,-58.504152,1.0,49.0,1,0
22735,-34.562785474,-58.4697210789,2.0,44.0,1,0
168365,-34.5895786,-58.4062962,2.0,54.0,1,0
297117,-34.6260589,-58.3827107,1.0,15.0,1,0
362577,-34.6299692,-58.4479605,2.0,64.1,1,0
273807,-34.593231,-58.4078054,3.0,71.0,1,0
187734,-34.5580226,-58.4448627,4.0,81.0,1,0
351409,-34.6280719,-58.3725882,2.0,42.0,0,1
39436,-34.5794638,-58.4277985,1.0,37.0,1,0
240312,-34.6065789,-58.4119249,2.0,43.0,1,0
443893,-34.5693515,-58.4774964,3.0,177.0,1,0
126407,-34.5712006,-58.4529459,4.0,94.0,1,0
310600,-34.5719503,-58.4489567,1.0,30.0,1,0
314740,-34.591535,-58.50788,2.0,63.0,1,0
40949,-34.5712493,-58.4498947,3.0,70.0,1,0
163936,-34.5657402,-58.437448,3.0,70.8,1,0
54607,-34.5563758,-58.4522594,2.0,49.0,1,0
308202,-34.6279227,-58.3731028,3.0,230.0,0,1
263890,-34.6028747,-58.4255174,4.0,70.0,1,0
142384,-34.5704019,-58.4980393,1.0,44.0,1,0
204909,-34.60191727,-58.46936035,2.0,60.0,1,0
210235,-34.5550545,-58.4510731,1.0,43.0,1,0
424821,-34.6208266,-58.4605922,4.0,98.0,1,0
149124,-34.5913355,-58.4258415,2.0,70.0,1,0
174691,-34.6148395,-58.5071881,3.0,65.0,1,0
145834,-34.5610536,-58.4600307,2.0,47.0,1,0
113999,-34.6003435,-58.4023467,4.0,103.0,1,0
241343,-34.6355038,-58.5289647,3.0,81.0,1,0
414313,-34.6232632,-58.4170832,1.0,34.0,1,0
382430,-34.5780305714,-58.4356498626,1.0,28.0,1,0
100948,-34.5958996,-58.3945072,2.0,42.0,1,0
328094,-34.5932811,-58.412569,1.0,34.0,1,0
454768,-34.5972753026,-58.4418855991,1.0,20.0,1,0
441012,-34.624049,-58.3741241,3.0,94.0,1,0
174278,-34.5927665,-58.403286,3.0,134.0,1,0
277609,-34.5711641,-58.4444524,2.0,44.0,1,0
391431,-34.5919724,-58.4168387,4.0,151.0,1,0
206905,-34.552412,-58.4978042,2.0,45.0,0,1
27878,-34.5870545732,-58.4057423472,2.0,36.0,1,0
107080,-34.603097,-58.488707,3.0,85.0,1,0
80762,-34.5786632,-58.4650706,2.0,82.0,1,0
61571,-34.646028,-58.483956,5.0,238.0,0,0
60078,-34.6023373,-58.4628001,1.0,32.0,1,0
205713,-34.6216898,-58.4835272,5.0,288.0,0,0
389816,-34.586636,-58.439412,1.0,36.0,1,0
293546,-34.5974967,-58.4045254,1.0,46.0,1,0
147312,-34.6053753725,-58.409274613,2.0,36.0,1,0
436251,-34.5563392,-58.4628664,3.0,48.0,1,0
390976,-34.5694095,-58.4365831,2.0,46.0,1,0
19430,-34.6132735,-58.391893,1.0,46.0,1,0
411778,-34.6308420373,-58.4974336624,1.0,35.0,1,0
426981,-34.6277197,-58.3750927,4.0,96.0,1,0
189940,-34.6101087,-58.4507912,1.0,33.0,1,0
219748,-34.597851,-58.410105,2.0,65.4,1,0
133134,-34.59250301046517,-58.454921257165154,2.0,45.0,1,0
451253,-34.5537751,-58.4622258,2.0,34.0,1,0
62267,-34.6251258085,-58.4542578656,1.0,40.0,1,0
265208,-34.5996271,-58.4387383,2.0,73.3,1,0
251581,-34.5971471,-58.4366266,4.0,135.0,1,0
376489,-34.5854636,-58.4394743,1.0,37.0,1,0
439274,-34.6392043,-58.5043142,4.0,140.0,1,0
151864,-34.6134503,-58.4250765,3.0,69.0,1,0
92840,-34.6534126583,-58.4073565923,1.0,43.0,1,0
76677,-34.5549167,-58.4375001,4.0,120.0,1,0
23023,-34.5656891344,-58.4510644899,4.0,95.0,1,0
143359,-34.562520416,-58.4412360191,4.0,151.0,1,0
72230,-34.594086,-58.3782034,2.0,58.3,1,0
406827,-34.5654416,-58.4803325,3.0,133.0,1,0
382998,-34.6512769,-58.5116316,2.0,51.0,0,1
319555,-34.59186361590615,-58.453548978040686,2.0,51.0,1,0
7484,-34.6318187,-58.3761684,4.0,136.2,1,0
437754,-34.5750393,-58.4359291,3.0,77.0,1,0
336237,-34.6046481,-58.4601149,2.0,55.0,1,0
195166,-34.6002914849,-58.4247625262,2.0,48.0,1,0
333821,-34.5530871811,-58.4560427613,4.0,129.0,1,0
452800,-34.6267752,-58.4439573,4.0,125.0,1,0
377506,-34.5814184026,-58.4328653392,1.0,35.0,1,0
317669,-34.6154534804,-58.3837631593,3.0,72.0,0,1
377481,-34.5819485,-58.4043451,2.0,47.0,1,0
17501,-34.5922537,-58.4263645,1.0,38.0,1,0
121757,-34.5557986,-58.4639257,2.0,45.0,1,0
89127,-34.5984342,-58.419685,3.0,54.0,1,0
150612,-34.5712097,-58.4466937,4.0,80.0,1,0
26376,-34.5942464,-58.441035,3.0,74.0,1,0
156212,-34.5777701,-58.5027273,2.0,48.0,1,0
73362,-34.6135162418,-58.4235937497,3.0,62.0,1,0
394124,-34.59137215351551,-58.454299145059494,5.0,209.0,0,0
32209,-34.5953266,-58.4403884,1.0,37.0,1,0
40947,-34.5686717,-58.4544141,3.0,55.0,1,0
459574,-34.591915756291456,-58.45350089517242,2.0,50.0,1,0
26546,-34.5982867,-58.4860838,2.0,39.0,1,0
68471,-34.6110539,-58.3804538,4.0,129.0,1,0
14487,-34.5801079,-58.4133121,1.0,35.6,1,0
397331,-34.6000187,-58.4188294,2.0,31.0,1,0
307180,-34.6109937,-58.3854736,3.0,72.0,0,1
308198,-34.6079859,-58.4247552,3.0,75.0,0,1
268433,-34.6113371,-58.4739278,4.0,206.0,1,0
86760,-34.5732613,-58.4842501,3.0,114.0,1,0
330816,-34.5914019,-58.3798058,5.0,158.2,1,0
168693,-34.6303192,-58.4008815,1.0,25.0,1,0
120439,-34.6111802,-58.4044937,2.0,36.0,1,0
6222,-34.5698778,-58.4467209,5.0,203.0,1,0
270586,-34.6076405,-58.509193,3.0,85.0,1,0
136273,-34.6296811,-58.4464001,2.0,41.0,1,0
438856,-34.5595956,-58.4449539,5.0,160.0,1,0
431201,-34.6281737,-58.4079967,3.0,89.0,1,0
106939,-34.6100065,-58.3777895,3.0,75.0,1,0
340124,-34.621146,-58.361192,3.0,120.0,1,0
118122,-34.6428278,-58.4383265,1.0,46.0,1,0
62911,-34.58764326995914,-58.44421511830177,5.0,210.0,1,0
264579,-34.60126,-58.5050011,3.0,115.4,1,0
137045,-34.5819099,-58.4493808,2.0,52.0,1,0
341456,-34.5997202,-58.4191619,2.0,51.0,1,0
20777,-34.6325747,-58.3735007,3.0,126.0,1,0
7824,-34.5930398,-58.4001831,1.0,36.0,1,0
9939,-34.6063135,-58.4009075,2.0,43.0,1,0
330006,-34.5824785,-58.4516712,1.0,37.0,1,0
423339,-34.613676,-58.5039648,1.0,38.0,1,0
215299,-34.5758249,-58.4343238,3.0,77.0,1,0
143612,-34.6261172,-58.3881231,2.0,46.0,1,0
341701,-34.5555361,-58.4385065,4.0,146.0,1,0
442639,-34.5997535,-58.3941946,2.0,32.0,1,0
302712,-34.5816623,-58.4099017,4.0,177.0,1,0
175949,-34.610089,-58.4254309,4.0,171.0,1,0
434319,-34.5816942,-58.4498204,2.0,49.0,1,0
254072,-34.6171483,-58.4632598,1.0,63.0,1,0
80374,-34.592882,-58.4182498,4.0,114.0,1,0
323035,-34.6010568578,-58.4042215347,3.0,63.0,1,0
240956,-34.6057107,-58.3920529,4.0,94.0,1,0
163084,-34.5735505,-58.4327571,3.0,55.0,1,0
167957,-34.5860005,-58.3880289,3.0,65.0,1,0
293365,-34.5575097091,-58.4420103376,2.0,65.0,1,0
264526,-34.5875157,-58.4058118,3.0,75.0,1,0
320879,-34.5598733,-58.4492538,4.0,133.0,1,0
136936,-34.5891192293779,-58.44743866249982,3.0,101.0,1,0
98300,-34.5519433,-58.473571,3.0,90.0,0,1
2376,-34.5781107,-58.4325058,1.0,36.0,1,0
408467,-34.6078604,-58.4512502,2.0,45.0,1,0
235943,-34.6201524,-58.4625166,1.0,35.0,1,0
183352,-34.6305757,-58.3720551,3.0,68.0,1,0
408121,-34.5818191,-58.4307325,3.0,84.0,1,0
18917,-34.600597,-58.4320285,2.0,49.0,1,0
67396,-34.5776488,-58.4227205,2.0,64.0,1,0
65336,-34.5965701,-58.3781835,1.0,47.0,1,0
207310,-34.5428793,-58.4809235,2.0,49.0,1,0
200533,-34.6348402,-58.4707585,4.0,140.0,1,0
352972,-34.613089,-58.382195,3.0,49.0,1,0
446386,-34.6017756,-58.4643023,3.0,89.0,1,0
204825,-34.63393021,-58.37133026,2.0,82.0,1,0
404472,-34.6166454,-58.4287785,4.0,165.0,1,0
233041,-34.5732997,-58.4212336,4.0,153.0,1,0
171170,-34.5653952,-58.4503445,5.0,175.0,1,0
266986,-34.618199,-58.500588,2.0,48.0,1,0
137181,-34.5820981,-58.4488594,2.0,64.0,1,0
93835,-34.6328763,-58.4238555,3.0,83.0,0,1
86044,-34.5516967,-58.4964267,3.0,69.0,1,0
352886,-34.5469603,-58.4809418,2.0,86.0,1,0
293531,-34.598163,-58.3864774,2.0,35.0,1,0
327351,-34.5783021,-58.411198,3.0,86.0,1,0
98918,-34.59247019808833,-58.45479850653999,3.0,47.0,1,0
233349,-34.5982353,-58.3947079,4.0,134.0,1,0
137092,-34.5819099,-58.4493808,1.0,36.0,1,0
13232,-34.6186663,-58.4403616,3.0,65.0,1,0
12558,-34.5826565225,-58.4483385086,1.0,48.0,1,0
250646,-34.589784,-58.509823,2.0,54.0,1,0
120502,-34.6032133,-58.4353892,2.0,52.0,1,0
244651,-34.6183291,-58.5057331,2.0,50.0,1,0
391141,-34.5694095,-58.4365831,2.0,46.0,1,0
295986,-34.5965749,-58.4365213,5.0,129.0,1,0
407157,-34.6046439,-58.4184837,3.0,55.0,0,1
366194,-34.5682564,-58.4462972,1.0,28.0,1,0
256326,-34.5843453,-58.4430418,1.0,47.0,1,0
12362,-34.5597322,-58.4598221,1.0,39.0,1,0
89680,-34.60779,-58.512813,2.0,59.0,1,0
449657,-34.5984299,-58.3851657,2.0,60.0,1,0
270484,-34.6274391557,-58.4323436344,3.0,80.0,0,1
31234,-34.5555186,-58.4626473,1.0,42.0,1,0
58348,-34.5903049,-58.5127647,2.0,46.0,1,0
133454,-34.560829,-58.466181,1.0,35.0,1,0
306094,-34.601235,-58.42446,1.0,40.0,1,0
324933,-34.5936402,-58.3969151,6.0,120.0,1,0
115179,-34.6145308,-58.4438074,3.0,98.0,0,1
428887,-34.615369,-58.384972,3.0,67.0,1,0
6135,-34.5813805,-58.442242,2.0,56.0,1,0
327793,-34.591766,-58.391875,4.0,143.0,1,0
429114,-34.5748541,-58.449414,3.0,96.0,1,0
390233,-34.5942207,-58.4989341,3.0,65.0,1,0
805,-34.5941304,-58.3872857,4.0,144.0,1,0
304437,-34.611995,-58.434974,3.0,115.0,1,0
441136,-34.6048225,-58.3757347,3.0,200.8,1,0
3526,-34.623977,-58.4245654,3.0,56.0,1,0
399829,-34.5854913,-58.4747596,2.0,46.0,1,0
227847,-34.58676381285076,-58.442873872952276,4.0,175.0,1,0
84265,-34.5957219,-58.384164,1.0,38.0,1,0
459971,-34.6200943042,-58.3881732691,1.0,41.0,1,0
183745,-34.5429641,-58.4622309,2.0,91.0,1,0
278036,-34.631172,-58.4317959,3.0,128.0,0,1
6361,-34.5734158,-58.4479448,3.0,82.0,1,0
289294,-34.6035943121,-58.4014749527,4.0,106.0,1,0
181761,-34.5875891,-58.4183052,1.0,31.0,1,0
399083,-34.629692,-58.519999,2.0,82.0,1,0
226411,-34.609784,-58.447421,2.0,42.0,1,0
398614,-34.566489,-58.49221,2.0,48.0,1,0
10858,-34.5539553,-58.4672179,3.0,77.0,1,0
115529,-34.5699535,-58.4883933,2.0,58.0,1,0
369085,-34.5822638419,-58.4486577366,3.0,79.0,1,0
128044,-34.5526891,-58.4729212,4.0,155.0,0,0
278952,-34.5695388,-58.4501166,2.0,59.0,1,0
223557,-34.6227617,-58.4592354,2.0,36.0,1,0
310822,-34.5744837,-58.4802583,2.0,45.0,1,0
14520,-34.59200160856144,-58.453975349794135,2.0,63.0,1,0
275859,-34.6430442,-58.417664,2.0,36.0,1,0
450052,-34.6410569,-58.5287181,3.0,76.0,1,0
257428,-34.616267,-58.4541881,3.0,66.0,1,0
350812,-34.598574,-58.439268,2.0,59.0,1,0
347735,-34.6032698,-58.3980434,3.0,42.0,1,0
237391,-34.6375223,-58.4221287,3.0,174.0,0,1
411671,-34.6253781746,-58.5059712517,2.0,60.0,1,0
299732,-34.59052379826306,-58.45136033975803,3.0,130.0,1,0
84108,-34.5887998,-58.3958805,1.0,29.0,1,0
196408,-34.5592142,-58.4445198,4.0,92.0,1,0
218525,-34.6251236,-58.4835179,3.0,51.4,1,0
381834,-34.5722563563,-58.4780798455,4.0,67.0,1,0
331656,-34.5724437,-58.4474094,1.0,38.0,1,0
188137,-34.6045384,-58.4249555,2.0,54.0,1,0
284199,-34.6452668962,-58.3683249465,2.0,39.0,1,0
362196,-34.6081270946,-58.3898249864,1.0,36.0,1,0
187022,-34.5499436,-58.4932151,3.0,196.0,0,0
252934,-34.6032075,-58.3895779,3.0,54.0,1,0
431300,-34.5695335,-58.4875355,2.0,42.0,1,0
314383,-34.5565390923,-58.4648886148,3.0,77.0,1,0
443973,-34.5871885,-58.4055637,2.0,54.0,1,0
450351,-34.5831382,-58.411462,3.0,80.0,1,0
420905,-34.6132348,-58.3615488,2.0,80.0,1,0
179738,-34.5769814,-58.4137586,3.0,89.0,1,0
86074,-34.6012496,-58.3980545,2.0,43.0,1,0
74381,-34.5785778,-58.4140046,6.0,175.0,1,0
254766,-34.602038,-58.4349293,3.0,85.0,1,0
431268,-34.575523,-58.490516,1.0,30.0,1,0
277869,-34.6038639,-58.5036269,2.0,50.0,1,0
48622,-34.6009139,-58.372232,2.0,38.0,1,0
418773,-34.570162,-58.4419404,3.0,95.0,1,0
347810,-34.5703182,-58.5030419,2.0,52.0,1,0
163882,-34.546092,-58.4687504,2.0,41.0,1,0
209783,-34.5972042,-58.403499,3.0,43.0,1,0
153707,-34.6432791821,-58.4902787996,3.0,129.0,0,1
190130,-34.618469,-58.500706,1.0,42.0,1,0
188576,-34.608931,-58.513042,3.0,84.0,0,1
70164,-34.562927,-58.491511,1.0,33.0,1,0
337022,-34.6337452,-58.4700261,1.0,25.0,1,0
300034,-34.5795543,-58.4912386,2.0,50.0,1,0
237565,-34.5691466109,-58.4769845009,4.0,153.0,0,0
238743,-34.5841437,-58.5107115,2.0,40.0,1,0
319691,-34.6225641,-58.4300878,4.0,102.0,1,0
72234,-34.599391,-58.372185,2.0,51.0,1,0
51162,-34.5744631,-58.4752677,3.0,90.0,0,1
447330,-34.5894882,-58.4316254,2.0,37.0,1,0
335873,-34.54307,-58.4625859,4.0,161.0,1,0
322994,-34.5901421,-58.4031678,3.0,99.8,1,0
242374,-34.5977663,-58.3897516,3.0,84.0,1,0
80301,-34.548977,-58.46614,2.0,43.0,1,0
248132,-34.5647,-58.4404,4.0,120.0,1,0
279028,-34.5899815,-58.3879305,4.0,107.0,1,0
317277,-34.5984754,-58.4425395,4.0,146.0,1,0
370251,-34.5866929,-58.3978555,1.0,43.0,1,0
272760,-34.5702535,-58.4329542,6.0,179.0,1,0
358945,-34.606353,-58.383531,3.0,95.0,1,0
415521,-34.6011593,-58.3981059,1.0,33.0,1,0
