,latitud,longitud,property_rooms,property_surface_total,property_type_Departamento,property_type_PH
341721,-34.5593098,-58.4533143,2.0,44.0,1,0
235524,-34.6224105,-58.4060074,2.0,48.0,1,0
133776,-34.592958,-58.402483,3.0,86.0,1,0
445384,-34.5957265,-58.3998176,3.0,102.0,1,0
196605,-34.6009319,-58.3730591,2.0,37.0,1,0
359016,-34.59213479344179,-58.454157164940185,2.0,48.0,1,0
360323,-34.6157766,-58.3895426,1.0,45.0,1,0
52073,-34.596906,-58.378486,5.0,188.0,1,0
152503,-34.6032748,-58.4639271,3.0,56.0,1,0
36723,-34.5572898,-58.4537267,5.0,181.0,1,0
3831,-34.591901,-58.39698,2.0,37.0,1,0
398102,-34.5592,-58.4474,3.0,51.0,1,0
341439,-34.5985605391,-58.3811116219,2.0,37.0,1,0
361401,-34.5519464,-58.4720775,2.0,42.0,1,0
74621,-34.6743962,-58.4766084,1.0,28.0,1,0
423307,-34.5639326,-58.4651224,1.0,36.0,1,0
382631,-34.5594108,-58.4532415,2.0,44.0,1,0
286216,-34.6312551,-58.4812313,8.0,210.0,0,1
269133,-34.591796382110005,-58.45327360242083,3.0,50.0,1,0
428030,-34.591106,-58.411152,4.0,140.0,1,0
317292,-34.5983697228,-58.4329126703,3.0,101.0,0,1
133430,-34.6336904,-58.3754908,4.0,174.0,1,0
405280,-34.5992261,-58.4586166,4.0,98.0,0,1
456258,-34.600501,-58.4904052,3.0,74.0,1,0
330009,-34.6508976,-58.501973,2.0,110.0,1,0
231108,-34.6017387,-58.3915589,2.0,32.0,1,0
17262,-34.5745491,-58.4849528,3.0,58.0,1,0
353101,-34.5922307,-58.4426315,1.0,35.0,1,0
39720,-34.6554592,-58.4968308,3.0,86.0,1,0
356844,-34.6091333096,-58.4004688936,3.0,64.8,1,0
296086,-34.5763541,-58.4962171,3.0,65.0,1,0
246523,-34.5671975,-58.4361928,4.0,124.0,1,0
131291,-34.5957626,-58.3732067,5.0,127.0,1,0
290953,-34.5960517,-58.4277245,3.0,74.0,1,0
49956,-34.6319455,-58.4527193,4.0,101.0,1,0
188466,-34.6247895,-58.4375729,4.0,111.0,1,0
177776,-34.6392179,-58.5121936,2.0,36.0,1,0
118060,-34.5804634,-58.4836987,3.0,76.0,1,0
406504,-34.5533033,-58.4583452,2.0,49.0,1,0
413891,-34.6009263,-58.3938124,2.0,42.0,1,0
456280,-34.6093015,-58.5046256,4.0,243.0,0,1
418581,-34.5647628436,-58.4408936847,3.0,118.0,1,0
49829,-34.612695,-58.504996,2.0,42.0,1,0
180173,-34.61876,-58.4003354,1.0,19.0,1,0
289398,-34.637676,-58.496546,2.0,43.0,1,0
52156,-34.5709745,-58.4886611,4.0,149.0,0,1
257113,-34.5966214,-58.4004487,3.0,59.0,1,0
98101,-34.5816912,-58.4683361,2.0,58.0,1,0
317282,-34.5983146,-58.4471653,6.0,171.1,0,1
147756,-34.5448358,-58.4721139,1.0,79.0,1,0
320175,-34.6289096,-58.4580824,2.0,44.0,1,0
406982,-34.6274414257,-58.3911601558,3.0,44.0,1,0
3072,-34.5678,-58.5038,3.0,90.0,0,1
36478,-34.5650006569,-58.4366861874,2.0,80.0,1,0
12145,-34.5957852,-58.4249797,4.0,81.0,1,0
127917,-34.6174393,-58.4904065,5.0,128.0,0,1
290419,-34.6265371163,-58.4566261418,2.0,40.0,1,0
33565,-34.5865432,-58.4083497,3.0,71.0,1,0
12335,-34.5658,-58.448,3.0,120.0,1,0
423636,-34.587112,-58.4113383,2.0,34.0,1,0
198804,-34.553841,-58.465288,5.0,148.0,1,0
62884,-34.5781774107,-58.4394503867,2.0,96.2,1,0
18987,-34.5751187,-58.4769237,4.0,121.0,0,1
155486,-34.6003722,-58.437158,1.0,19.0,1,0
384267,-34.5674374,-58.4728136,2.0,43.0,1,0
361789,-34.5780745,-58.4380852,1.0,73.1,1,0
408042,-34.6208018,-58.417364,1.0,46.0,1,0
291978,-34.5671197,-58.491183,2.0,48.0,1,0
172571,-34.6187987,-58.4411246,2.0,30.0,1,0
399633,-34.593303,-58.505397,3.0,94.0,1,0
70216,-34.6086664,-58.4434702,3.0,98.0,1,0
121064,-34.5633221,-58.4493525,4.0,117.0,1,0
108992,-34.6258341,-58.4066623,3.0,64.0,1,0
428118,-34.5469599,-58.4789358,2.0,51.0,1,0
116702,-34.5821544,-58.5096766,3.0,55.0,0,1
56080,-34.6248343,-58.4191723,2.0,42.0,1,0
365099,-34.6033074,-58.4174695,4.0,150.0,1,0
178445,-34.6150288,-58.362972,2.0,67.0,1,0
315824,-34.592038301523466,-58.45424019728661,3.0,83.1,1,0
57923,-34.5551829,-58.4900589,3.0,63.0,1,0
196608,-34.5967434,-58.4463418,3.0,65.0,1,0
174929,-34.6396462,-58.4391308,2.0,69.0,0,1
55726,-34.5873689,-58.5002405,3.0,74.0,1,0
445823,-34.6305247,-58.420118,5.0,241.1,0,1
402837,-34.5412501,-58.4729664,2.0,55.0,1,0
190082,-34.5752248,-58.4842584,2.0,77.0,1,0
34435,-34.594429,-58.399676,4.0,120.0,1,0
216204,-34.59135568314456,-58.45246100264417,3.0,105.0,0,0
298838,-34.6033101,-58.4195199,3.0,52.0,1,0
347362,-34.6049443,-58.4736114,5.0,233.0,0,0
64071,-34.5672815,-58.4858607,4.0,114.0,1,0
455420,-34.5845911,-58.487828,3.0,155.0,0,1
114936,-34.5698149,-58.461171,4.0,155.0,1,0
112841,-34.631343,-58.527205,6.0,170.0,0,0
34605,-34.603277,-58.403505,3.0,92.0,1,0
157972,-34.6166887,-58.4458894,2.0,43.0,1,0
450147,-34.59897,-58.417641,1.0,38.0,1,0
281223,-34.5757027107,-58.443420748,4.0,65.0,1,0
84256,-34.59204461203277,-58.453780039323874,2.0,45.0,1,0
10275,-34.6361782,-58.4909164,1.0,44.0,1,0
168101,-34.6065254,-58.4307402,1.0,38.0,1,0
53358,-34.59114446411873,-58.45202416814107,3.0,76.0,1,0
213458,-34.6041939,-58.4960251,4.0,243.0,0,0
375298,-34.5517276,-58.4580132,2.0,40.0,1,0
244482,-34.6249151,-58.4626137,4.0,118.0,1,0
28992,-34.6259438,-58.3835916,2.0,34.0,1,0
188278,-34.6203276,-58.4639793,3.0,72.0,1,0
257304,-34.5873799,-58.3975362,3.0,48.0,1,0
435789,-34.6034546,-58.4001926,4.0,82.0,1,0
379906,-34.5791744,-58.4543465,1.0,25.0,1,0
242180,-34.5759277348,-58.4337200202,3.0,73.0,1,0
375170,-34.6074678,-58.3834621,1.0,26.0,1,0
165327,-34.5734689,-58.4419316,3.0,67.0,1,0
301702,-34.6212173,-58.3982187,2.0,43.0,0,1
428860,-34.6144838799,-58.3852100372,1.0,35.0,1,0
108468,-34.5943569,-58.3818509,4.0,113.0,1,0
430726,-34.6020861,-58.4343586,2.0,44.0,1,0
433753,-34.6474138,-58.5181561,3.0,85.0,1,0
204378,-34.5781016,-58.5009305,1.0,49.0,1,0
398730,-34.604301,-58.407032,2.0,42.0,1,0
114222,-34.5989338,-58.5006761,1.0,52.0,1,0
242545,-34.6766467773,-58.4758687019,2.0,52.0,1,0
184175,-34.60117,-58.401978,4.0,151.0,1,0
459632,-34.5527712835,-58.4637500889,2.0,40.0,1,0
185163,-34.5637768,-58.4573837,2.0,52.0,1,0
454814,-34.5978855,-58.4401871,2.0,57.0,1,0
67969,-34.5388719,-58.4663845,3.0,65.0,1,0
398560,-34.594815,-58.4107397,2.0,42.0,1,0
377411,-34.5735754,-58.4409172,3.0,64.0,1,0
246821,-34.593905,-58.4058886,2.0,63.0,1,0
301228,-34.563946,-58.4935547,3.0,140.0,0,1
332083,-34.6241207,-58.4587081,2.0,49.0,1,0
454806,-34.5927998,-58.4435355,2.0,66.0,1,0
49749,-34.6242837,-58.4383286,4.0,102.0,1,0
33030,-34.634055,-58.458894,5.0,83.0,1,0
268250,-34.6067768,-58.4877066,3.0,68.0,1,0
54355,-34.5798864994,-58.4135298,3.0,77.0,1,0
281539,-34.638745798,-58.483620073,3.0,76.0,0,1
4968,-34.5609534707,-58.4458717333,4.0,160.0,1,0
349792,-34.6330118,-58.4806621,4.0,64.0,1,0
124387,-34.5515641,-58.4676985,2.0,48.0,1,0
226540,-34.568405,-58.493848,2.0,46.0,1,0
299905,-34.5925948,-58.3967244,3.0,120.0,1,0
248210,-34.5677213,-58.4550681,2.0,45.0,1,0
424817,-34.6305292,-58.4531429,3.0,71.0,1,0
149137,-34.5874639475,-58.4123052634,5.0,150.0,1,0
26129,-34.5925715,-58.4012568,5.0,151.0,1,0
64473,-34.6280112,-58.4351927,3.0,99.0,1,0
167630,-34.5674418,-58.4380663,2.0,50.0,1,0
418902,-34.5920723,-58.396149,3.0,95.0,1,0
126675,-34.5928902,-58.3847478,3.0,62.0,1,0
257285,-34.5991729,-58.4085769,3.0,112.0,1,0
398081,-34.5586328026,-58.4518790245,6.0,200.0,1,0
345129,-34.5946227,-58.5079687,2.0,72.0,1,0
227157,-34.5879722,-58.4229161,1.0,21.0,1,0
265369,-34.5621052,-58.4638122,3.0,88.0,1,0
363092,-34.5963753,-58.3872039,3.0,96.0,1,0
180464,-34.5872500576,-58.4467785464,2.0,36.0,1,0
77582,-34.5738912226,-58.4377760526,3.0,50.0,1,0
256075,-34.5610112,-58.4709353,3.0,92.0,1,0
44124,-34.6012083,-58.3971904,2.0,43.0,1,0
54581,-34.589889136583224,-58.44893193590855,4.0,66.0,1,0
29008,-34.5692432,-58.4875116,3.0,59.0,1,0
35808,-34.616069,-58.487666,3.0,168.0,0,1
52084,-34.5788986,-58.4122495,1.0,22.0,1,0
204369,-34.6126045,-58.4819654,4.0,151.0,1,0
6071,-34.6120656,-58.4284379,3.0,54.0,1,0
92398,-34.5673491266,-58.4311176471,4.0,135.0,1,0
306621,-34.5889353,-58.4483385,4.0,100.0,1,0
395127,-34.5685175,-58.500968,4.0,117.0,0,0
392778,-34.611064,-58.401494,4.0,80.0,1,0
399538,-34.601317,-58.3801021,2.0,55.0,1,0
385552,-34.554408,-58.461874,4.0,210.0,1,0
2337,-34.5571841,-58.4794369,1.0,58.0,1,0
289468,-34.629398,-58.425852,2.0,56.0,1,0
110565,-34.6032727,-58.4064166,4.0,112.0,1,0
425376,-34.5517289,-58.4714718,1.0,39.0,1,0
307870,-34.5606129,-58.4640169,1.0,41.0,1,0
217422,-34.609827,-58.376545,2.0,42.0,1,0
398720,-34.606191,-58.405987,4.0,101.0,1,0
404820,-34.6155158,-58.4110698,3.0,60.0,1,0
204733,-34.5823297,-58.4093107,3.0,96.0,1,0
9980,-34.6250492,-58.4382525,2.0,51.0,1,0
426193,-34.5667211,-58.4329977,3.0,62.0,1,0
165357,-34.5920753,-58.3952575,1.0,30.0,1,0
275684,-34.62303925,-58.39402771,2.0,43.0,1,0
141884,-34.5719740885,-58.4329895278,2.0,55.0,1,0
53516,-34.5724445,-58.4314088,4.0,150.0,1,0
117485,-34.6154004807,-58.4185903407,2.0,82.0,1,0
89105,-34.550185,-58.467511,1.0,34.0,1,0
270356,-34.5850322,-58.4126949,3.0,62.0,1,0
371300,-34.617748,-58.4538737,3.0,57.0,1,0
279688,-34.6106791,-58.4244327,3.0,75.0,1,0
92844,-34.6075323,-58.4457706,3.0,68.0,1,0
366625,-34.59237610841221,-58.45457661118109,1.0,33.0,1,0
270464,-34.5939756,-58.4018956,3.0,112.0,1,0
210233,-34.5559142,-58.465875,4.0,139.0,1,0
442913,-34.6188457,-58.5189123,3.0,39.0,1,0
131808,-34.6109071,-58.3752712,6.0,244.0,1,0
81941,-34.5772728,-58.4344336,3.0,66.0,1,0
371895,-34.6033209,-58.4786787,5.0,160.0,0,1
408502,-34.5900745,-58.4489364,1.0,30.0,1,0
24825,-34.5844865909,-58.4388294057,4.0,162.0,0,1
456136,-34.6282289038,-58.4271812439,2.0,42.0,1,0
193460,-34.6269083,-58.3731594,2.0,51.0,1,0
127874,-34.625556,-58.5207554,4.0,83.0,0,1
176180,-34.59171929270758,-58.45309906893327,2.0,48.0,1,0
329639,-34.5766805,-58.4302793,3.0,71.0,1,0
152483,-34.6367318,-58.4077642,2.0,61.0,1,0
352983,-34.6233535,-58.3769918,2.0,68.0,1,0
327206,-34.5401388,-58.4740171,2.0,55.0,1,0
333153,-34.5920399,-58.4454558,1.0,28.0,1,0
37512,-34.5989324,-58.4919515,2.0,51.0,1,0
68675,-34.5889035,-58.4090668,3.0,47.0,1,0
1507,-34.5786543,-58.463893,4.0,72.0,0,1
215452,-34.6111747,-58.3884872,1.0,27.7,1,0
68279,-34.6151407,-58.3955106,3.0,72.0,1,0
306587,-34.605497,-58.40435,3.0,61.0,1,0
428474,-34.622845,-58.4387089,2.0,51.0,1,0
46418,-34.59797,-58.406258,1.0,30.0,1,0
365502,-34.5810593665,-58.432156146,2.0,60.0,1,0
178225,-34.6210506,-58.438613,5.0,118.0,1,0
303273,-34.5805275,-58.4650258,3.0,67.0,1,0
413802,-34.5893615,-58.4359601,4.0,81.0,1,0
22650,-34.6296921,-58.4613194,4.0,88.0,1,0
317302,-34.6034478,-58.5058644,3.0,51.0,1,0
408064,-34.6536691,-58.522835,2.0,57.5,1,0
428377,-34.6065318,-58.4120944,2.0,38.0,1,0
428023,-34.5930218,-58.4018848,3.0,84.0,1,0
17310,-34.603575,-58.492834,2.0,50.0,1,0
221395,-34.6327491,-58.4619629,4.0,126.0,1,0
207307,-34.5553348,-58.4929135,1.0,36.0,1,0
444020,-34.5883908,-58.3901406,1.0,25.0,1,0
164310,-34.6206682,-58.3799581,5.0,85.2,1,0
28970,-34.5945874,-58.3954628,5.0,183.0,1,0
335830,-34.6217529,-58.4629264,4.0,130.0,1,0
133190,-34.6002434,-58.4252419,1.0,37.0,1,0
328162,-34.5960361,-58.4395986,3.0,60.0,0,1
95541,-34.5893042,-58.4941464,5.0,130.0,0,1
111033,-34.5682269327,-58.4553627299,3.0,68.0,1,0
378243,-34.5936314,-58.4359692,3.0,82.0,1,0
36699,-34.6448333,-58.3733677,2.0,71.0,1,0
203033,-34.5859722,-58.4902514,1.0,42.0,1,0
230085,-34.6372777,-58.4035878,6.0,210.0,0,0
432628,-34.6216022,-58.4604721,4.0,146.0,0,1
96466,-34.5598733,-58.4492538,4.0,119.0,1,0
397643,-34.5873109,-58.4321954,2.0,122.0,1,0
163817,-34.6344961,-58.3631337,3.0,54.0,1,0
53360,-34.5912011524928,-58.452155835558436,3.0,76.0,1,0
372905,-34.6046882,-58.4056882,3.0,50.0,1,0
354143,-34.5518155,-58.4431087,2.0,47.0,1,0
47206,-34.5847823374,-58.4862756729,5.0,178.0,0,1
403140,-34.590408,-58.3956484,5.0,154.0,1,0
44356,-34.6059877,-58.4922863,2.0,30.0,1,0
94109,-34.5385428,-58.4655544,2.0,58.0,1,0
434340,-34.6344827,-58.5086668,2.0,50.0,1,0
285401,-34.6516205801,-58.4953737259,5.0,150.0,0,0
179662,-34.6037139,-58.4150581,5.0,95.0,1,0
221410,-34.5428539,-58.4620018,4.0,140.0,1,0
89734,-34.5751828,-58.4915935,1.0,71.0,1,0
232897,-34.5514755847,-58.4635090828,4.0,96.0,1,0
19858,-34.59246460455276,-58.45477058497376,1.0,30.0,1,0
82397,-34.6016161,-58.397163,4.0,80.0,1,0
142002,-34.564578,-58.4378946,3.0,187.0,1,0
289488,-34.624455,-58.408348,4.0,98.0,1,0
459826,-34.610173,-58.443044,3.0,64.0,1,0
91937,-34.5983446966,-58.3723646376,2.0,76.0,1,0
398070,-34.563497,-58.458241,2.0,55.0,1,0
22722,-34.6131982575,-58.4277820587,2.0,50.0,1,0
48065,-34.5830022,-58.4219504,1.0,34.0,1,0
296514,-34.5526902,-58.4681334,3.0,51.0,1,0
12814,-34.6378158755,-58.4482598307,3.0,65.0,1,0
195152,-34.5986633,-58.3810799,2.0,37.0,1,0
79555,-34.5905566,-58.5043428,2.0,44.0,1,0
224335,-34.5996035,-58.4072515,2.0,30.0,1,0
356592,-34.5738196,-58.4179611,4.0,164.0,1,0
382471,-34.6484507754,-58.416824901,3.0,72.0,1,0
317570,-34.6154522,-58.4798995,2.0,47.0,1,0
115406,-34.6063862,-58.4445999,3.0,72.0,1,0
309413,-34.6194061,-58.4519993,5.0,230.0,0,0
216539,-34.5840403,-58.4154299,5.0,226.0,1,0
62018,-34.573157,-58.433039,4.0,101.0,1,0
459321,-34.608432,-58.417375,2.0,37.0,1,0
254834,-34.5770878,-58.4932238,2.0,60.0,1,0
236620,-34.6208986,-58.4560195,1.0,42.0,1,0
436196,-34.6312657809,-58.3714771271,1.0,21.0,1,0
72642,-34.6074621618,-58.3871412277,1.0,39.0,1,0
296081,-34.5695605763,-58.487060946,3.0,80.0,1,0
451164,-34.6393979,-58.368977,3.0,92.0,1,0
428473,-34.6187987,-58.4411246,2.0,38.0,1,0
191515,-34.5893627,-58.4105358,4.0,151.0,1,0
285880,-34.5964718754,-58.4009760618,3.0,101.0,1,0
301587,-34.595714,-58.398053,5.0,166.0,1,0
238735,-34.6045711,-58.4949569,4.0,102.0,1,0
412453,-34.6163823,-58.4399425,3.0,68.0,0,1
391444,-34.5910965,-58.3992526,1.0,20.0,1,0
250643,-34.5979439,-58.4379292,3.0,81.0,1,0
355656,-34.599158,-58.396536,1.0,46.0,1,0
264204,-34.6151355,-58.3946378,1.0,22.0,1,0
181128,-34.6145656,-58.44667,4.0,275.0,0,0
62354,-34.59140339792202,-58.45253613141824,3.0,80.0,1,0
102711,-34.5522996274,-58.4540795461,3.0,96.0,1,0
257295,-34.5902194,-58.395788,1.0,33.0,1,0
120271,-34.553719,-58.461749,2.0,114.0,1,0
398477,-34.5984956,-58.396391,1.0,21.0,1,0
39678,-34.6183988,-58.4022359,3.0,87.0,1,0
402846,-34.598519,-58.37395,6.0,110.0,1,0
202902,-34.5647459,-58.4408007,5.0,152.0,1,0
293197,-34.573825251,-58.4408439673,4.0,108.0,1,0
393101,-34.635573718,-58.4186518192,3.0,59.0,0,1
41725,-34.5858319,-58.447428,2.0,59.9,1,0
174482,-34.5936032,-58.4100198,3.0,59.0,1,0
242138,-34.5435686,-58.4619563,2.0,42.0,1,0
150599,-34.556804,-58.4638842,2.0,51.0,1,0
321664,-34.5795461413,-58.492157662,1.0,37.0,1,0
118729,-34.603549,-58.4180854,1.0,32.8,1,0
174288,-34.5919561,-58.4113128,3.0,90.0,1,0
27371,-34.6260259,-58.4214477,3.0,70.0,1,0
67784,-34.6266627,-58.4233961,3.0,48.0,1,0
455371,-34.5701648,-58.4774452,2.0,92.0,0,1
73351,-34.5458668,-58.4666125,3.0,71.0,1,0
293232,-34.5801367,-58.4075721,3.0,125.0,1,0
127215,-34.593205,-58.3845688,2.0,38.0,1,0
163044,-34.6219476,-58.4618269,1.0,37.0,1,0
194652,-34.6012766,-58.4552168,4.0,118.0,0,1
3939,-34.5959154,-58.4115665,2.0,46.0,1,0
252591,-34.5725385,-58.4218612,1.0,29.0,1,0
60141,-34.5760225,-58.4483554,2.0,30.0,1,0
133689,-34.6174551,-58.4428296,3.0,75.0,1,0
306815,-34.6291503,-58.3897087,1.0,27.0,1,0
227985,-34.588853671667295,-58.44799693689917,3.0,155.0,1,0
254139,-34.539706,-58.470429,4.0,73.0,1,0
170322,-34.6027611,-58.4048272,3.0,62.0,1,0
133142,-34.615356255,-58.4588688612,3.0,75.0,1,0
301484,-34.5783851,-58.4827682,4.0,115.0,1,0
66810,-34.5943071,-58.4077399,1.0,21.0,1,0
393602,-34.5672383209,-58.4963607788,3.0,79.0,0,1
203103,-34.5964062,-58.4142434,2.0,29.0,1,0
276060,-34.5784016,-58.4770596,6.0,100.0,0,1
289096,-34.5624625828,-58.4480474259,4.0,177.0,1,0
73618,-34.6247855,-58.4431829,4.0,181.0,1,0
67985,-34.6000519,-58.4257189,1.0,40.0,1,0
405322,-34.5709318,-58.498206,3.0,138.0,0,1
392465,-34.5834729,-58.4339054,2.0,50.0,1,0
208632,-34.5669238,-58.4923849,2.0,95.6,0,1
121839,-34.580818,-58.491051,2.0,66.0,1,0
316893,-34.6248382,-58.431785,2.0,55.0,1,0
360069,-34.588066,-58.439418,3.0,57.0,1,0
431210,-34.6231225,-58.4024864,4.0,81.0,1,0
287326,-34.5597052,-58.4446695,2.0,60.0,1,0
366230,-34.571339,-58.4418181,4.0,140.0,1,0
379408,-34.596818,-58.374221,3.0,59.0,1,0
189719,-34.592192814097956,-58.45413203550392,1.0,31.0,1,0
299932,-34.6076972906,-58.4483875995,3.0,67.0,1,0
308745,-34.6453835,-58.5113958,4.0,123.0,1,0
222685,-34.64229965,-58.48408127,3.0,47.0,1,0
33020,-34.6276552,-58.463616,4.0,110.0,1,0
360431,-34.6153054,-58.3620141,2.0,62.0,1,0
69654,-34.5788627581,-58.4361700312,2.0,69.0,1,0
238247,-34.5749948936,-58.438167572,3.0,77.0,1,0
406706,-34.5778073,-58.4518611,3.0,68.0,1,0
70238,-34.6165937,-58.4389837,2.0,49.0,1,0
250622,-34.585491,-58.473671,1.0,36.0,1,0
400147,-34.5970657,-58.4937893,1.0,41.0,1,0
11146,-34.6386835,-58.5089274,4.0,156.0,1,0
223891,-34.5746969,-58.4367083,3.0,85.0,1,0
67412,-34.5799008,-58.4351111,1.0,33.0,1,0
257185,-34.591,-58.4108408,4.0,153.0,1,0
127304,-34.5983503,-58.4307789,2.0,46.0,1,0
113787,-34.5561416,-58.4689989,3.0,72.0,1,0
422031,-34.5988919,-58.3761759,4.0,73.0,1,0
30481,-34.6145841,-58.3616214,2.0,64.0,1,0
454386,-34.5946555,-58.4054155,3.0,62.0,1,0
451290,-34.5699845,-58.4472461,2.0,36.0,1,0
49846,-34.5920907,-58.4380027,3.0,73.0,1,0
284876,-34.5779226,-58.4350909,4.0,68.0,1,0
276003,-34.556071,-58.4904997,6.0,196.0,0,1
295969,-34.6184822,-58.3763811,1.0,36.0,1,0
409041,-34.6288207,-58.4581241,2.0,60.0,1,0
340932,-34.6073341949,-58.511858373,6.0,180.0,0,0
282223,-34.5965003,-58.3791901,1.0,25.0,1,0
240967,-34.6320391,-58.5133502,4.0,232.4,0,0
436454,-34.6206485,-58.4338146,3.0,94.0,1,0
228100,-34.5885715,-58.3826465,4.0,110.0,1,0
15290,-34.598239,-58.400524,2.0,63.0,1,0
288188,-34.5846022,-58.43901,4.0,166.0,0,0
406165,-34.5983958,-58.3782293,2.0,34.0,1,0
167112,-34.5968667,-58.3771083,3.0,89.0,1,0
28719,-34.5511059,-58.4704467,2.0,42.0,1,0
203772,-34.5774852403,-58.4391316576,1.0,40.0,1,0
65380,-34.5929517211,-58.415250493,3.0,66.0,1,0
324295,-34.5766060656,-58.4300893847,3.0,73.0,1,0
222345,-34.6062516735,-58.419851146,3.0,56.0,1,0
114849,-34.590794,-58.4468031,1.0,27.0,1,0
307163,-34.5428539,-58.4620018,2.0,56.0,1,0
105307,-34.5600913,-58.4543694,3.0,74.0,1,0
111484,-34.6065741,-58.5129988,3.0,81.0,1,0
422028,-34.5927636,-58.3786738,3.0,59.0,1,0
41664,-34.5810418048,-58.404897044,4.0,144.0,1,0
129058,-34.5960231,-58.396664,4.0,92.0,1,0
324765,-34.6181488,-58.4808357,4.0,180.0,0,1
35793,-34.6123593,-58.4787836,3.0,70.0,1,0
119298,-34.6125955256,-58.4988391165,2.0,57.0,1,0
316990,-34.6176664,-58.3782254,1.0,28.0,1,0
367654,-34.6182391,-58.3857803,3.0,64.0,1,0
46808,-34.6082249,-58.3923265,2.0,36.0,1,0
175970,-34.59209281564086,-58.45392027745088,2.0,50.0,1,0
398938,-34.6197536,-58.4401442,2.0,44.0,1,0
135466,-34.5930964,-58.4057953,3.0,70.0,1,0
354348,-34.62046,-58.4414,2.0,52.0,1,0
115090,-34.5978617,-58.4019826,4.0,122.0,1,0
398993,-34.6197109301,-58.3863258362,1.0,37.0,1,0
403565,-34.5864005327,-58.4441048847,5.0,113.0,0,1
379831,-34.6138181,-58.4354422,3.0,45.0,1,0
318261,-34.5850084,-58.4721569,2.0,39.7,0,1
424848,-34.62894,-58.459695,5.0,266.0,1,0
181786,-34.5862768,-58.4401878,1.0,45.0,1,0
86933,-34.6348087,-58.4478416,4.0,91.0,1,0
365069,-34.6044777,-58.4237137,2.0,52.0,1,0
384154,-34.6279453,-58.3599772,2.0,59.0,1,0
70148,-34.5953826,-58.3803769,7.0,231.0,1,0
5046,-34.59221433949368,-58.45424035952724,2.0,42.0,1,0
117516,-34.5891814014,-58.4345881466,2.0,90.0,1,0
152621,-34.6456257,-58.4986381,3.0,93.0,0,1
144702,-34.6307602,-58.454576,4.0,93.0,1,0
184188,-34.5854913,-58.4747596,2.0,46.0,1,0
274404,-34.5981363,-58.3841423,4.0,200.0,1,0
244528,-34.5805523,-58.4408692,1.0,50.2,1,0
110722,-34.5515112,-58.4646262,4.0,81.0,1,0
6432,-34.597733,-58.4265242,3.0,81.0,1,0
21572,-34.6042675,-58.489699,3.0,88.0,0,1
455344,-34.572273,-58.490867,1.0,26.0,1,0
163043,-34.59228418367749,-58.45448113423774,3.0,60.0,1,0
172339,-34.5537414,-58.4594971,3.0,68.0,1,0
105180,-34.5832881,-58.4226764,5.0,95.0,1,0
287905,-34.6235788,-58.4193828,5.0,195.0,0,1
173894,-34.5818118,-58.4307566,3.0,89.0,1,0
343265,-34.590416685576066,-58.450544441350424,7.0,164.0,1,0
162315,-34.59252135150805,-58.454872754633556,2.0,38.0,1,0
303269,-34.6199071,-58.4043332,2.0,36.0,1,0
78426,-34.631727,-58.415096,6.0,239.0,0,0
303286,-34.5714001803,-58.4810673141,3.0,79.0,1,0
40903,-34.6022495,-58.3972646,3.0,75.6,1,0
96128,-34.625077,-58.4246657,2.0,49.2,1,0
328154,-34.5979593,-58.442389,2.0,42.9,1,0
77391,-34.5867187,-58.4130754,3.0,49.0,1,0
197938,-34.6015771756,-58.4410721779,2.0,45.0,1,0
427157,-34.5775287,-58.4671478,4.0,80.0,1,0
269654,-34.5993514,-58.4237701,1.0,33.0,1,0
339530,-34.5975602,-58.4166321,1.0,45.0,1,0
343390,-34.6005949,-58.4176701,2.0,40.0,1,0
260913,-34.6281872,-58.518487,3.0,178.0,0,0
454887,-34.589905269,-58.5104799271,2.0,45.0,1,0
93082,-34.59197495492343,-58.45372451511354,3.0,66.0,1,0
49851,-34.5898136388,-58.4393700042,1.0,26.0,1,0
93552,-34.6092558,-58.477542,3.0,54.0,1,0
331572,-34.5861414339,-58.4417941685,1.0,36.0,1,0
59790,-34.5956573,-58.4145709,2.0,53.0,1,0
187789,-34.6000949,-58.4014857,1.0,31.0,1,0
283151,-34.611012,-58.504322,3.0,92.0,0,1
430136,-34.5827122,-58.4752037,2.0,51.0,1,0
298899,-34.6490432,-58.4164599,3.0,60.0,1,0
17160,-34.6370714,-58.504828,2.0,48.0,1,0
377998,-34.6099378,-58.4435422,3.0,88.0,1,0
311780,-34.6565841,-58.5125277,3.0,110.0,0,1
430803,-34.5974779,-58.4418161,4.0,90.0,1,0
376526,-34.5762268,-58.4243298,5.0,189.0,1,0
199051,-34.5545188,-58.4915986,1.0,40.0,1,0
3580,-34.5463,-58.45842,1.0,35.0,1,0
272260,-34.625154,-58.4524816,2.0,48.0,1,0
113587,-34.5810667021,-58.4327473421,1.0,43.0,1,0
18995,-34.6315153,-58.4044614,4.0,111.0,0,1
112828,-34.544965,-58.4864821,5.0,130.0,0,0
45342,-34.5883218,-58.4071931,3.0,59.0,1,0
300495,-34.59253552605865,-58.454951359755725,1.0,36.0,1,0
89518,-34.6115942,-58.4084415,5.0,114.0,1,0
80029,-34.6114521,-58.5013736,4.0,160.0,0,0
347813,-34.5717792725,-58.4951806068,3.0,72.0,0,1
95266,-34.5776376,-58.4953844,2.0,65.0,1,0
48040,-34.5830391,-58.4143557,2.0,50.0,1,0
