,property_rooms,property_bedrooms,property_surface_total,property_surface_covered,cp_1,cp_5
4490,2.0,1.0,45.0,45.0,-1.3016545930796717,-0.1550516928166758
4491,2.0,1.0,44.0,43.0,-1.5423829073877608,-0.08868566881965328
4492,3.0,2.0,115.0,115.0,1.6093119645974336,0.04326734729027866
4493,2.0,1.0,53.0,47.0,-0.9773251856279199,-0.34748985947061
4494,3.0,2.0,69.0,60.0,-0.038899211105861746,0.0699544515571317
4495,4.0,3.0,105.0,96.0,2.118725388155684,-0.30917081772532323
4496,2.0,1.0,88.1,64.0,-0.47422992360932864,0.21441241552979573
4497,2.0,1.0,47.0,47.0,-1.571843576324653,0.2190173405494531
4498,3.0,2.0,83.0,79.0,1.2039304056801385,-0.8753637236760756
4499,3.0,2.0,89.0,89.0,0.4351128629129655,-0.15298138364546554
4500,3.0,2.0,150.0,115.0,1.5204190409462097,0.8015397595923422
4501,1.0,1.0,36.0,32.0,-2.1794549928745215,-0.10870588101618629
4502,2.0,1.0,45.0,44.6,-1.3413101487274182,-0.062306486984509135
4503,3.0,2.0,43.0,43.0,-0.8158857670769101,0.13418466600522214
4504,5.0,4.0,310.0,210.0,6.652686786053851,1.6607154876047099
4505,3.0,2.0,56.0,50.0,-0.33392856549576694,-0.2816427488911027
4506,1.0,1.0,35.0,35.0,-2.1603852670556822,0.0027741057118538743
4507,3.0,2.0,77.0,50.0,0.07434668926848831,-0.2818725345576368
4508,5.0,3.0,194.0,158.0,4.011187904613351,1.0480774033119022
4509,2.0,1.0,49.0,43.0,-1.4975430581501195,-0.14093566865780718
4510,1.0,1.0,44.0,40.0,-1.9831816331602254,0.17953414328051026
4511,3.0,2.0,110.0,50.0,-0.011773054977341902,0.543608600167349
4512,5.0,4.0,237.0,227.0,6.768017120086828,0.5969653228121995
4513,5.0,4.0,111.0,90.0,2.799095881913716,-0.3329903780985778
4514,3.0,2.0,48.0,48.0,-0.5284226059043463,-0.06929002456971112
4515,3.0,2.0,113.0,108.0,1.5963177137760107,0.01339619045842072
4516,4.0,3.0,183.0,134.0,3.6077666371443518,0.38255936042778876
4517,4.0,2.0,116.0,103.0,2.2248355173616465,-1.079856955313401
4518,4.0,3.0,133.0,133.0,3.1907230800981337,-0.17875137998123916
4519,1.0,1.0,40.0,35.0,-2.1255103035649836,0.17912276326244037
4520,3.0,2.0,80.0,80.0,1.657766278258119,-1.7807642927346825
4521,3.0,1.0,83.0,75.0,-0.037243962521946235,0.07346258930152286
4522,3.0,2.0,69.0,60.0,0.04255721430401692,-0.15886739763145755
4523,3.0,2.0,66.0,66.0,0.0301787232095978,0.07431608351093111
4524,5.0,3.0,124.0,120.0,2.6254171587550474,0.4247664657246491
4525,1.0,1.0,38.0,36.0,-2.0556527871191492,0.25359603178087
4526,3.0,4.0,130.6,100.0,2.542049272709276,-0.5194623096254776
4527,2.0,1.0,46.9,40.0,-1.573406812277241,-0.24308895412482306
4528,2.0,1.0,36.0,34.0,-1.8665683157615443,0.201526977777288
4529,2.0,1.0,44.0,36.0,-1.642963898428474,-0.6427557491029953
4530,3.0,2.0,86.0,74.0,0.4091367203918799,-0.6868183558619281
4531,2.0,1.0,33.0,33.0,-1.872747566244882,0.04197998404495462
4532,3.0,2.0,70.0,67.0,0.408515294138843,-0.4667220207704672
4533,4.0,3.0,90.0,82.0,1.638398395023802,-0.44062770179017696
4534,3.0,2.0,47.0,47.0,-0.5042244351315682,-0.01257199627462475
4535,3.0,2.0,56.0,52.0,-0.29831045922402805,-0.4906380150836614
4536,4.0,3.0,155.0,78.0,2.1613689027504455,0.0026692530123753316
4537,3.0,2.0,84.0,76.0,0.5224826587653775,-0.3438972513086197
4538,1.0,1.0,39.0,34.0,-2.061881096123638,-0.0008272185800958047
4539,2.0,1.0,40.0,35.0,-1.6003642083085574,0.15151327318082922
4540,2.0,1.0,55.0,44.0,-1.4883538211049347,0.22786917279995025
4541,5.0,3.0,143.0,120.0,2.86883658100941,0.10567060300068574
4542,2.0,1.0,46.0,46.0,-1.4198558782655097,0.10756894609611953
4543,4.0,3.0,254.0,155.0,4.806022275655461,0.5873406674461148
4544,3.0,2.0,72.0,61.0,0.01383018996587067,-0.17688683954267068
4545,2.0,1.0,34.0,34.0,-1.8505815880080068,0.061726096901575954
4546,3.0,2.0,88.0,76.0,0.4373081047511386,-0.09050819051697047
4547,2.0,1.0,63.0,47.0,-1.1485430792860376,0.14415899287304865
4548,4.0,3.0,103.0,103.0,1.7193078423377859,0.43186290535736915
4549,2.0,1.0,65.0,54.0,-0.5854512632882495,-0.574322325607255
4550,2.0,1.0,61.0,56.0,-1.0343917746151514,0.26690477628413034
4551,3.0,1.0,149.0,149.0,1.350974071509431,1.7677076114109609
4552,2.0,1.0,45.0,42.0,-1.574216453412931,-0.5742274157101667
4553,4.0,3.0,204.0,137.0,4.051925452775391,0.3136525135072225
4554,3.0,2.0,55.0,50.0,-0.23676535682134517,-0.22747432213983154
4555,1.0,1.0,33.0,29.0,-2.1908716162841047,0.15662953545459668
4556,4.0,3.0,110.0,100.0,2.7779058791287095,-1.165902188540014
4557,1.0,1.0,32.0,29.0,-2.3222405032878446,0.1535931799709312
4558,3.0,2.0,73.0,61.0,-0.08321319273668275,0.19487851983896434
4559,3.0,1.0,124.0,101.0,1.091636737684395,-0.1417140435460321
4560,1.0,1.0,23.0,20.0,-2.484569443412683,-0.257951359390267
4561,2.0,1.0,44.0,44.0,-1.5378358693681944,-0.012662854000878477
4562,1.0,1.0,30.0,30.0,-2.410010932330857,0.2740391826832816
4563,3.0,2.0,68.0,60.0,-0.043113259335815605,0.25583345287190806
4564,1.0,1.0,41.0,30.0,-2.0628659074797886,-0.04994468786396602
4565,3.0,2.0,82.0,74.0,0.21910561535097728,-0.1450921450458515
4566,4.0,3.0,82.0,80.0,1.0646171545017216,0.35106969504703467
4567,2.0,1.0,54.0,47.0,-1.3502314081588325,-0.06277858549067042
4568,3.0,2.0,45.0,45.0,-0.5597994471977376,-0.47443824594643846
4569,1.0,1.0,41.0,41.0,-1.8718609064118141,0.1409671563246237
4570,2.0,1.0,34.0,34.0,-1.7840620843549237,0.1583644770368701
4571,2.0,1.0,49.0,42.0,-1.2154124789648106,-0.30118239422378157
4572,2.0,1.0,59.0,43.0,-1.431479270027246,0.47571986737351074
4573,2.0,1.0,39.0,39.0,-1.678618905543472,0.0588243597714571
4574,2.0,1.0,57.0,55.3,-1.25531502373335,0.016830686078899575
4575,1.0,1.0,38.0,34.0,-2.0922252044642513,0.0753790527326981
4576,3.0,2.0,63.5,55.0,-0.34105098179112453,0.056114981958813814
4577,3.0,2.0,74.0,71.0,-0.041822763292674855,0.04363321225434047
4578,2.0,1.0,71.0,59.0,-0.871954826999405,0.44268781746975616
4579,4.0,3.0,148.0,139.0,3.4953790917423064,-0.18751183388844406
4580,2.0,1.0,32.0,32.0,-1.9470310664529225,-0.11104436012284652
4581,1.0,1.0,42.0,36.0,-1.9134562753074145,-0.40231219037771415
4582,1.0,1.0,33.0,31.0,-2.232080263306502,0.23262462349836383
4583,1.0,1.0,32.0,32.0,-2.1978145665450017,-0.0032812878318489737
4584,4.0,3.0,200.0,180.0,5.314701231716251,-0.5988500920509329
4585,3.0,2.0,67.0,63.0,-0.04213649152975652,-0.6581823306475764
4586,4.0,3.0,150.0,141.0,3.262528019687574,0.28679934820800596
4587,3.0,2.0,85.0,67.7,0.6540120796813151,-0.42468953687670113
4588,2.0,1.0,51.0,42.0,-1.3723383095419701,-0.3779865796294552
4589,1.0,1.0,42.0,36.0,-2.034197050825088,0.2049059414060549
4590,3.0,2.0,55.0,55.0,-0.5573053741594067,0.10773398766376537
4591,3.0,2.0,80.0,72.0,0.34948026329251447,0.12242949931346868
4592,3.0,2.0,100.0,66.0,0.47468340042880247,-0.6609965179160254
4593,1.0,1.0,35.0,31.0,-2.31623409439136,0.20284705892834046
4594,1.0,1.0,35.0,30.0,-2.1135356536511716,-0.2543746133331958
4595,3.0,2.0,92.0,62.0,0.4749635996376422,-0.2698329722433389
4596,2.0,1.0,45.0,38.0,-1.6911657204754516,0.1683034859752912
4597,2.0,1.0,41.0,37.0,-1.5248960140319905,-0.17943250941035152
4598,3.0,2.0,149.0,134.0,3.026819534893826,-0.7207967164600305
4599,2.0,1.0,51.0,45.0,-1.4456471663844477,0.3813629138191927
4600,3.0,2.0,74.0,74.0,0.3530134008076457,-0.013633817526190646
4601,2.0,1.0,41.0,38.0,-1.4659375487706152,-0.27128288143448587
